,Brewery,Beer Name,Style,ABV,IBU,SRM
5059,Westvleteren Abdij St. Sixtus,Trappist Westvleteren XII,Belgian-Style Quadrupel,10.2,38.0,40
5060,Nowhere In Particular Brewing Company,Treasure of the Humble,Strong Ale,9.5,25.0,7
5061,42 North Brewing Company,Treaty,French & Belgian-Style Saison,5.9,24.0,4
5062,Terrapin Beer Company,Tree Hugger,German-Style Altbier,5.1,42.0,12
5063,Black Bear Microbrew,Tree Tugger Barleywine,American-Style Barley Wine Ale,9.5,80.0,14
5064,Front Range Brewing Company,TrHOPical Illusion IPA,American-Style India Pale Ale,6.5,70.0,8
5065,14th Star Brewing,Tribute,Imperial or Double India Pale Ale,8.4,65.0,13
5066,Ninkasi Brewing Company,Tricerahops Double IPA,Imperial or Double India Pale Ale,8.0,100.0,17
5067,Alosta Brewing Co.,Tripel,Belgian-Style Tripel,7.7,37.0,5
5068,pFriem Family Brewers,Tripel,Belgian-Style Tripel,9.5,38.0,6
5069,DESTIHL Brewery,Tripel,Belgian-Style Tripel,11.0,28.0,6
5070,Laughing Dog Brewing,Tripel  Squared,Belgian-Style Tripel,9.0,35.0,5
5071,Scuttlebutt Brewing Company,Tripel 7 Belgian Style Ale,Belgian-Style Tripel,8.96,11.0,6
5072,Adelbert's Brewery,"Tripel B ""Bad Boy Brew""",Belgian-Style Tripel,9.3,28.0,10
5073,Flix Brewhouse,Tripel Carmel-ite,Belgian-Style Tripel,9.7,30.0,7
5074,Locavore Beer Works,Tripel Lindy,Belgian-Style Tripel,10.0,39.0,5
5075,Abita Brewing Company,Triple Haze,American-Style Lager,8.0,22.0,9
5076,Brouwerij Bosteels,Triple Karmeliet,Belgian-Style Tripel,8.4,16.0,25
5077,Sixpoint Brewery,Triple Sweet Action,Strong Ale,13.0,95.0,17
5078,New Belgium Brewing,Trippel,Belgian-Style Tripel,8.5,25.0,9
5079,Independent Brewing Company,"Triticum et Hordeum (""TnH"")",Light American Wheat Ale or Lager without Yeast,4.8,26.0,3
5080,DESTIHL Brewery,Triton,British-Style Barley Wine Ale,11.5,74.0,20
5081,NoDa Brewing Company,TriUmphant,Belgian-Style Tripel,9.7,35.0,7
5082,Rivertown Brewing Company,Triumvirate,Wild Beer,6.3,9.0,5
5083,Tröegs Brewing Company,Troegenator Double Bock,German-Style Doppelbock,8.2,25.0,28
5084,Unibroue,Trois Pistoles,American-Style Brown Ale,9.0,15.5,33
5085,Lakewood Brewing Company,Troll Toll,Imperial or Double India Pale Ale,9.6,116.0,8
5086,Braxton Brewing Company,Trophy,American-Style Pale Ale,5.0,40.0,7
5087,Trophy Brewing Company,Trophy Wife,Session India Pale Ale,4.9,52.0,6
5088,Unruly Brewery,Tropic Thunder,Imperial or Double India Pale Ale,8.5,85.0,14
5089,Silver Moon Brewing,Tropic Zombie IPA,American-Style Strong Pale Ale,7.0,70.0,5
5090,Wicked Weed Brewing Company,Tropicmost Passionfruit Gose,Leipzig-Style Gose,4.1,45.0,3
5091,Alaskan Brewing Co.,Troppelbock,German-Style Doppelbock,10.5,35.0,30
5092,Big Sky Brewing,Trout Slayer,Light American Wheat Ale or Lager with Yeast,4.7,35.0,5
5093,Dodgeton Creek Brewing Company,Troy's ESB,Extra Special Bitter,7.0,82.0,8
5094,Ska Brewing Company,True Blonde Ale,Golden or Blonde Ale,5.0,22.0,4
5095,Ska Brewing Company,True Blonde Dubbel,Belgian-Style Dubbel,8.0,36.0,5
5096,Martin House Brewing Company,True Love,American-Style Sour Ale,5.2,4.0,4
5097,Municipal Brew Works,True West Coffee Porter,Coffee-Flavored Beer,5.8,42.0,38
5098,Twisted Spike Brewing Company,TSB IPA,American-Style India Pale Ale,6.4,54.0,5
5099,Tighthead Brewing Company,tube,Ordinary Bitter,4.2,32.0,10
5100,The Brew on Broadway,Tuileries IPA,English-Style India Pale Ale,6.5,79.0,9
5101,Bow & Arrow Brewing Co,Tumbling Waters American Wheat,Light American Wheat Ale or Lager with Yeast,5.2,33.0,3
5102,TUPPS Brewery,TUPPS IPA,American-Style India Pale Ale,6.2,59.1,6
5103,Abita Brewing Company,Turbodog,American-Style Brown Ale,5.6,28.0,41
5104,Waverly Brewing Co.,Turnbuckle,American-Style Brown Ale,5.3,31.0,21
5105,Martin House Brewing Company,Turtle Power,German-Style Altbier,7.0,40.0,18
5106,Twin Lakes Brewing Company,Tweeds Tavern Stout,Brown Porter,5.2,30.0,35
5107,Muskoka Brewery,Twice As Mad Tom IPA,Imperial or Double India Pale Ale,8.4,71.0,17
5108,Mother Road Brewing Company,Twin Arrows Brown Ale,English-Style Brown Ale,4.8,27.0,20
5109,Braxton Brewing Company,Twisted Bit,Dortmunder / European-Style Export,5.8,30.0,3
5110,Short's Brewing Company,Twisted Cain,American-Style Black Ale,7.75,40.0,41
5111,Crabtree Brewing Company,Twisted Creek Wheat,South German-Style Hefeweizen / Hefeweissbier,5.0,12.6,3
5112,Eight Bridges Brewing,Twisted Red,American-Style Amber/Red Ale,7.02,39.4,17
5113,Twisted Spike Brewing Company,Twisted Stache,American-Style Stout,4.8,28.0,35
5114,Twisted X Brewing Company,Twisted X,American-Style Lager,5.1,19.0,4
5115,Surly Brewing Company,Two,Fruit Beer,8.3,30.0,41
5116,Abita Brewing Company,Two Boots,French & Belgian-Style Saison,6.2,25.0,6
5117,Powerhouse Brewing,Two Dave's IPA,American-Style India Pale Ale,7.0,100.0,12
5118,Coalition Brewing Company,Two Dogs IPA,American-Style India Pale Ale,6.1,70.0,8
5119,Bugnutty Brewing Company,Two Finger Porter,Brown Porter,4.4,20.0,27
5120,Adroit Theory Brewing Company,Two Headed Calf - Sauternes Barrel (Ghost 479),French & Belgian-Style Saison,9.3,44.0,5
5121,Thr3e Wise Men Brewing Company,Two Lucys Blackberry Wheat,Fruit Beer,6.0,16.0,27
5122,Bad Attitude Craft Beer,Two Penny,Baltic-Style Porter,8.15,76.4,28
5123,Karl Strauss Brewing Company,Two Tortugas,Belgian-Style Quadrupel,11.1,25.0,35
5124,Morgantown Brewing Company,Two Weeks Lager,German-Style Pilsener,4.7,37.0,4
5125,Laughing Dog Brewing,Two-One Niner,American-Style Pilsener,4.8,9.4,3
5126,Coastal Empire Beer Company,Tybee Island Blonde,German-Style Kölsch / Köln-Style Kölsch,4.7,17.0,4
5127,Wicked Weed Brewing Company,Tyranny Hoppy Red Ale,Irish-Style Red Ale,7.0,55.0,21
5128,Unibroue,U Blonde,American-Style Pilsener,4.9,14.0,4
5129,Unibroue,U Miel,American-Style Pilsener,4.9,16.0,11
5130,Unibroue,U Rousse,Vienna-Style Lager,4.9,19.0,18
5131,BrewDog,U-Boat,Smoke Porter,8.4,50.0,37
5132,Pappy Slokum Brewing Co.,Uber Weiss,South German-Style Bernsteinfarbenes Weizen / Weissbier,5.5,14.0,4
5133,Lake Placid Pub & Brewery,Ubu,Strong Ale,7.0,38.0,41
5134,Beachwood BBQ & Brewing,Udder Love,Sweet or Cream Stout,5.9,29.0,41
5135,Harpoon Brewery,UFO Pumpkin,Pumpkin Beer,5.9,20.0,22
5136,Harpoon Brewery,UFO R.A.Z.,Fruit Beer,4.8,10.0,13
5137,Harpoon Brewery,UFO Winter Blonde,Golden or Blonde Ale,4.9,11.0,14
5138,Rahr & Sons Brewing Company,Ugly Pug,German-Style Schwarzbier,4.5,26.0,41
5139,Uinta Brewing Company,Uinta Pale Ale,Ordinary Bitter,4.0,34.0,16
5140,J. Wakefield Brewing,UJP (Union Jack Porter),Robust Porter,7.0,40.0,40
5141,Omission Brewing Co.,Ultimate Light Golden Ale,Golden or Blonde Ale,4.2,10.0,5
5142,Magic Hat Brewing Company,Un Natural Thirst,American-Style Amber/Red Ale,6.1,16.0,20
5143,#FREEDOM Craft Brewery,Unalienable Rights,American-Style Pale Ale,8.8,40.0,6
5144,Scenic Brewing Company,Unchartered IPA,American-Style India Pale Ale,6.0,66.0,10
5145,Discretion Brewing,Uncle Dave's Rye IPA,American-Style Strong Pale Ale,7.0,63.0,20
5146,Wander Brewing,Uncommon California Common,California Common Beer,5.5,39.0,10
5147,Periodic Brewing,Uncrushable Stout,Foreign (Export)-Style Stout,6.2,60.0,40
5148,ZümBier,Unda Cova Brudda,American-Style Black Ale,9.75,89.6,28
5149,Lagunitas Brewing Company,Undercover Investigation Shut-Down Ale,American-Style Pale Ale,9.6,66.6,25
5150,Levity Brewing,Underground Lullabies,American-Style Sour Ale,5.6,10.0,4
5151,Boulevard Brewing Company,Unfiltered Wheat Beer,Light American Wheat Ale or Lager with Yeast,4.4,14.0,7
5152,Firestone Walker Brewing Company,Union Jack,American-Style India Pale Ale,7.5,70.0,8
5153,C.H. Evans Brewing Company,Union Station Quad,Belgian-Style Quadrupel,11.3,30.0,14
5154,Silver Moon Brewing,Unkle Pilsner,Bohemian-Style Pilsener,5.3,35.0,3
5155,Wander Brewing,Uno Bretto,Brett Beer,5.6,19.0,4
5156,Salt Creek Brewery,Unplugged,Light American Wheat Ale or Lager with Yeast,5.2,12.4,3
5157,Speakeasy Ales and Lagers,Untouchable IPA,American-Style India Pale Ale,6.8,65.0,8
5158,Birdsong Brewing Co.,Up on the Sun,French & Belgian-Style Saison,7.5,35.0,4
5159,Thomas Creek Brewery,Up The Creek Extreme IPA,Imperial or Double India Pale Ale,12.5,111.0,25
5160,JDub's Brewing Company,Up Top!,American-Style India Pale Ale,6.5,55.0,10
5161,Widmer Brothers Brewing,Upheaval IPA,American-Style India Pale Ale,7.0,85.0,14
5162,Upland Brewing Company,Upland Wheat Ale,Light American Wheat Ale or Lager with Yeast,4.5,12.6,4
5163,Pyramid Breweries,Uproar,Imperial Red Ale,7.3,60.0,30
5164,Three Ranges Brewing Co.,Upswift Creek,Bohemian-Style Pilsener,4.5,28.0,4
5165,Cerveza Urbana,Urbana Blonde Ale,Golden or Blonde Ale,5.0,22.0,4
5166,Altenmünster Brauer Bier GmbH,Urig Würzig,German-Style Pilsener,4.9,20.0,4
5167,First Magnitude Brewing Company,Ursa,American-Style India Pale Ale,7.1,56.0,8
5168,McCoy's Public House and Brewkitchen,Ursa Major,Wood- and Barrel-Aged Strong Beer,10.5,55.0,41
5169,Elk Mountain Brewing,Ute Bill Pale Ale,American-Style Pale Ale,5.75,39.4,11
5170,The Knuckle Brewing Company,Va' Knockers Blonde Ale,Golden or Blonde Ale,5.3,18.0,3
5171,Daredevil Brewing Co.,Vacation,German-Style Kölsch / Köln-Style Kölsch,5.0,20.0,3
5172,Chapman's Brewing Company,Valiant,American-Style Stout,7.0,35.0,38
5173,Brouwerij de Molen,Vallen & Opstaan,British-Style Imperial Stout,9.0,37.0,33
5174,Upland Brewing Company,Valley Weizen,South German-Style Hefeweizen / Hefeweissbier,5.3,13.1,6
5175,Black Ops Brewing,Valor IPA,American-Style India Pale Ale,7.0,37.1,4
5176,Magic Hat Brewing Company,Vamplifier,American-Style Amber/Red Ale,5.2,60.0,21
5177,Jailbreak Brewing Company,Van Dammit,Belgian-Style Dark Strong Ale,9.0,27.0,37
5178,Portland Brewing,Van der Lager,American-Style Lager,7.0,35.0,10
5179,Holston River Brewing Company,Vanilla Cream Stout,Sweet or Cream Stout,5.75,27.4,27
5180,Red Brick Brewing Company,Vanilla Gorilla,Specialty Stouts,8.0,64.0,41
5181,Slanted Rock Brewing Company,Vanilla IPA,American-Style India Pale Ale,4.5,68.0,7
5182,Pigeon Hill Brewing Company,Vanilla LMFAO Stout,Oatmeal Stout,5.0,20.0,41
5183,Cigar City Brewing,Vanilla Maduro,American-Style Brown Ale,5.5,25.0,24
5184,Woodcreek Brewing Company,Vanilla Porter,American-Style Imperial Porter,5.4,21.0,26
5185,Rohrbach Brewing Company,Vanilla Porter,Robust Porter,6.5,23.0,36
5186,Abita Brewing Company,Vanilla Porter - Select Series,American-Style Brown Ale,6.4,35.0,35
5187,Pigskin Brewing Company,Vanilla Porterback,Brown Porter,6.0,30.0,25
5188,Heathen Brewing,Vantucky Pale Ale,American-Style Strong Pale Ale,5.8,43.0,7
5189,Ambachtelijke Vechtdal Brouwerij,Vechtdal Blond,Belgian-Style Blonde Ale,6.0,27.0,13
5190,First Magnitude Brewing Company,Vega Blonde Ale,Golden or Blonde Ale,4.9,8.0,4
5191,Wild Rose Brewery,Velvet Fog,Light American Wheat Ale or Lager with Yeast,4.5,8.0,4
5192,Firestone Walker Brewing Company,Velvet Merkin,Oatmeal Stout,8.5,33.0,41
5193,Firestone Walker Brewing Company,Velvet Merlin,Oatmeal Stout,5.5,27.0,41
5194,Firestone Walker Brewing Company,Velvet Mocha Merlin,Oatmeal Stout,5.5,27.0,41
5195,Mill House Brewing Company,Velvet Panda,American-Style Stout,5.2,44.0,39
5196,Kelsen Brewing Company,Vendel Imperial Stout,American-Style Imperial Stout,9.4,50.0,41
5197,Valiant Brewing,Veranda,French-Style Bière de Garde,8.5,33.0,13
5198,Banded Horn Brewing Company,Veridian IPA,American-Style India Pale Ale,6.0,69.0,6
5199,Ska Brewing Company,Vernal Minthe Stout,Specialty Stouts,5.8,15.0,41
5200,DESTIHL Brewery,Vertex IPA,American-Style India Pale Ale,6.3,76.0,9
5201,Ursula Brewery,Via Chicago,American-Style Pale Ale,6.0,30.0,4
5202,Sunriver Brewing Company,Vicious Mosquito,American-Style India Pale Ale,7.0,70.0,6
5203,Granite Falls Brewing Company,Vicki the Elephant Peanut Butter Ale,American-Style Amber Lager,5.7,15.0,8
5204,Allagash Brewing Company,Victor Ale,Other Belgian-Style Ales,8.3,60.0,13
5205,Inland Empire Brewing Company,Victoria (American Strong Ale),Strong Ale,11.0,98.0,14
5206,Salt Creek Brewery,Vienna,Vienna-Style Lager,5.9,20.2,9
5207,The Knuckle Brewing Company,Vienna Horizon Lager,Vienna-Style Lager,4.8,26.0,14
5208,Worth Brewing Company,Vienna Lager,Vienna-Style Lager,5.1,28.0,6
5209,Snowy Mountain Brewery,Vienna Lager,Vienna-Style Lager,5.0,26.5,9
5210,Iron Hill Brewery,Vienna Red™ Lager,Vienna-Style Lager,4.4,22.0,11
5211,Brew Age,Vienna stock · Malzstrasse,Vienna-Style Lager,5.0,25.0,20
5212,Rivertown Brewing Company,Ville Dd Rivere Geuze,Belgian-Style Lambic,6.4,5.0,5
5213,Hardywood Park Craft Brewery,Vinalia Urbana,Belgian-Style Blonde Ale,9.0,30.0,6
5214,Kelsen Brewing Company,Vinatta Russian Imperial Stout (2015),American-Style Imperial Stout,12.0,84.0,41
5215,Adelbert's Brewery,Vintage Monks,Belgian-Style Dubbel,9.1,22.0,24
5216,Magic Hat Brewing Company,Vinyl,Vienna-Style Lager,5.1,20.0,24
5217,Hardywood Park Craft Brewery,VIPA,American-Style India Pale Ale,5.2,30.0,4
5218,Grist Brewing Company,Virgil's Reserve,Wood- and Barrel-Aged Strong Beer,10.5,21.0,15
5219,Old Bust Head Brewing Co.,Vixen,Irish-Style Red Ale,5.3,23.0,18
5220,Blind Bat Brewery,Vlad the Inhaler,Smoke Beer (Lager or Ale),4.0,33.0,3
5221,Blueprint Brewing Co.,Volume 1,American-Style India Pale Ale,6.5,91.0,7
5222,Salt Creek Brewery,Von Bierbauch,German-Style Altbier,5.2,37.8,14
5223,Evil Czech Brewery,Voodoo,American-Style Imperial Porter,5.0,29.0,39
5224,Asgard Brewing Company,Voyager,Light American Wheat Ale or Lager without Yeast,5.2,25.0,11
5225,Widmer Brothers Brewing,W'10 Pitch Black IPA,American-Style Black Ale,6.5,65.0,41
5226,Wabash Brewing,Waapaahsiiki Ale,Golden or Blonde Ale,4.2,19.0,5
5227,Magic Hat Brewing Company,Wacko,Light American Wheat Ale or Lager with Yeast,4.5,15.0,5
5228,Herkimer Pub & Brewery,Waggelwater Belgian Pale Ale,Belgian-Style Pale Ale,6.0,40.0,11
5229,Mystery Brewing Company,Waggledance: Farmhouse Ale,French & Belgian-Style Saison,6.3,21.0,4
5230,Surf Brewery,Wahine seasonal Wheat - Lemon,Fruit Beer,5.0,20.0,5
5231,Crooked Hammock Brewery,Wai Ola,Field Beer,6.5,20.0,5
5232,Kona Brewing Company,Wailua Wheat,Light American Wheat Ale or Lager with Yeast,5.4,15.0,14
5233,Terrapin Beer Company,Wake 'N' Bake,American-Style Imperial Stout,9.4,50.0,19
5234,Left Hand Brewing Company,Wake Up Dead,American-Style Imperial Stout,10.2,45.0,41
5235,Left Hand Brewing Company,Wake Up Dead Nitro,American-Style Imperial Stout,10.2,45.0,41
5236,Birdsong Brewing Co.,Wake Up Porter,Coffee-Flavored Beer,5.8,29.0,38
5237,First Magnitude Brewing Company,Wakulla,South German-Style Hefeweizen / Hefeweissbier,5.4,7.0,4
5238,Lagunitas Brewing Company,Waldo's Special Ale,Imperial or Double India Pale Ale,11.5,84.0,17
5239,Carolina Bauernhaus Ales,Walhallapeño,Contemporary Gose,4.5,5.0,5
5240,Jagged Mountain Brewery,Walk Off Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18.0,3
5241,Tennessee Brew Works,Walk the Lime,Light American Wheat Ale or Lager with Yeast,5.4,16.0,4
5242,Third Window Brewing Co.,Walkabout,Chocolate / Cocoa-Flavored Beer,8.1,20.0,30
5243,Firestone Walker Brewing Company,Walker's Reserve,Robust Porter,5.8,45.0,41
5244,NorthGate Brewing,Wall's End,English-Style Brown Ale,4.8,19.0,22
5245,42 North Brewing Company,Walloon Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.4,22.0,3
5246,Walter's Beer,Walters Bock,Traditional German-Style Bock,7.2,19.7,21
5247,Walter's Beer,Walters Green Chili Lager,Chili Pepper Beer,5.8,19.7,5
5248,Walter's Beer,Walters Pilsner,American-Style Pilsener,5.8,19.7,5
5249,Walter's Beer,Walters Strawberry Basil Wheat,Fruit Wheat Ale or Lager with or without Yeast,5.53,20.0,4
5250,Wander Brewing,Wanderale,Belgian-Style Blonde Ale,6.0,22.0,5
5251,Foundation Brewing Company,Wanderlust,American-Style Pale Ale,4.5,26.0,7
5252,Nowhere In Particular Brewing Company,Wanderlust,Imperial or Double India Pale Ale,8.8,85.0,4
5253,Breakside Brewery,Wanderlust IPA,American-Style Strong Pale Ale,6.0,50.0,7
5254,Stonehome Brewing Co,War Bonnet,Imperial or Double India Pale Ale,7.6,70.0,7
5255,Pollyanna Brewing Company,WARM APPLE PIE,Fruit Cider,6.0,12.0,12
5256,Loma Brewing Company,Warren Peace,German-Style Kölsch / Köln-Style Kölsch,4.9,25.0,4
5257,Left Hand Brewing Company,Warrior IPA,American-Style India Pale Ale,7.6,69.0,15
5258,Wolf's Ridge Brewing,Watchtower,Extra Special Bitter,5.3,40.0,12
5259,Big Storm Brewing Co.,Water Spout Milk Stout,Sweet or Cream Stout,6.0,25.0,40
5260,Arvada Beer Company,Water Tower Wheat,South German-Style Hefeweizen / Hefeweissbier,4.8,12.0,2
5261,Bull Durham Beer Company,Water Tower Wheat,German-Style Leichtes Weizen / Weissbier,4.4,11.0,5
5262,Core Brewing & Distilling Co.,Waterfall Wheat,Dark American Wheat Ale or Lager with Yeast,5.8,17.0,6
5263,Waterline Brewing Company,Waterline Barrel-Aged Tripel,Wood- and Barrel-Aged Strong Beer,9.0,30.0,3
5264,Waterline Brewing Company,Waterline Coffee & Cream,American-Style Pale Ale,7.4,24.0,4
5265,Waterline Brewing Company,Waterline Gose,Contemporary Gose,4.0,11.0,2
5266,Waterline Brewing Company,Waterline Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.5,12.5,3
5267,Waterline Brewing Company,Waterline IPA,American-Style India Pale Ale,6.5,64.0,6
5268,Waterline Brewing Company,Waterline Kolsch,German-Style Kölsch / Köln-Style Kölsch,5.3,27.0,2
5269,Waterline Brewing Company,Waterline Oatmeal Stout,Oatmeal Stout,6.0,38.0,37
5270,Waterline Brewing Company,Waterline Pale,American-Style Pale Ale,5.6,40.0,8
5271,Waterline Brewing Company,Waterline Red,American-Style Amber/Red Ale,5.8,45.0,17
5272,Waterline Brewing Company,Waterline Rye,Rye Ale or Lager with or without Yeast,7.0,104.0,7
5273,Waterline Brewing Company,Waterline Tripel,Belgian-Style Tripel,9.0,30.0,3
5274,Waterline Brewing Company,Waterline Wee Heavy,Scotch Ale,8.3,30.0,15
5275,Bull Island Brewing Company,Waterman's Wheat,Light American Wheat Ale or Lager with Yeast,4.6,16.9,6
5276,The Phoenix Ale Brewery,Watermelon Ale,Fruit Beer,4.8,20.0,7
5277,Blue Skye Brewery and Eats,Watermelon Crawl,Fruit Beer,5.3,34.0,5
5278,Ballast Point Brewing Company,Watermelon Dorado,Imperial or Double India Pale Ale,10.0,90.0,21
5279,Terrapin Beer Company,Watermelon Gose,Contemporary Gose,4.5,42.0,4
5280,Tin Whiskers Brewing Company,Watts Wheat Wine,American-Style Wheat Wine Ale,8.4,15.0,12
5281,23rd Street Brewery,Wave the Wheat Ale,Light American Wheat Ale or Lager with Yeast,5.2,13.65,4
5282,Category 12,Waveform,Fruit Wheat Ale or Lager with or without Yeast,5.3,19.0,4
5283,Birrificia Le Baladin,Wayan,Herb and Spice Beer,5.8,8.0,9
5284,Green Beacon Brewing Co,Wayfarer Wheat Beer,South German-Style Hefeweizen / Hefeweissbier,4.9,21.3,11
5285,Deep Ellum Brewing Company,Wealth and Taste,Specialty Beer,11.0,20.3,4
5286,Riff Raff Brewing,Weapon of Self Destruction Russian Imperial Stout,British-Style Imperial Stout,9.0,109.0,41
5287,Cinder Block Brewery,Weathered Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,15.0,7
5288,Black Bear Microbrew,Websterside Best Bitter (ESB),Extra Special Bitter,4.4,21.0,9
5289,Blue Stallion Brewing Company,Wee Heavy,Scottish-Style Heavy Ale,9.5,28.0,16
5290,AleSmith Brewing Company,Wee Heavy,Scottish-Style Heavy Ale,10.0,26.0,30
5291,Six Row Brewing Company,Wee Heavy,Scottish-Style Heavy Ale,7.7,25.8,18
5292,Magic Hat Brewing Company,Wee Heavy Champ,Scotch Ale,8.0,30.0,35
5293,French Broad Brewing Company,Wee Heavy-er Scotch Ale,Scottish-Style Heavy Ale,7.0,24.0,15
5294,Topa Topa Brewing Co.,Weekender,Session India Pale Ale,4.7,55.0,4
5295,Bayerische Staatsbrauerei Weihenstephan,Weihenstephaner Vitus,South German-Style Weizenbock / Weissbock,7.7,17.0,5
5296,Hacker-Pschorr,Weisse,South German-Style Hefeweizen / Hefeweissbier,5.5,16.0,6
5297,Joseph James Brewing Co. Inc.,Weize Guy,South German-Style Hefeweizen / Hefeweissbier,5.0,10.0,8
5298,Sand Creek Brewing Company,Weizen Bock,South German-Style Weizenbock / Weissbock,9.0,18.0,18
5299,Star City Brewing Company,Weizen Star,South German-Style Hefeweizen / Hefeweissbier,4.8,10.0,4
5300,Blue Stallion Brewing Company,Weizenbock,South German-Style Weizenbock / Weissbock,6.5,20.0,9
5301,Werk Force Brewing Co.,Welcome To I-80,Scotch Ale,6.3,22.4,16
5302,Weldebräu GmbH & Co. KG,Welde Badisch Gose,Leipzig-Style Gose,4.6,10.0,6
5303,Weldebräu GmbH & Co. KG,Welde Bourbon Barrel Bock,Traditional German-Style Bock,6.6,28.0,14
